run_id,dataset,subject,base,n_checkpoints,train_seeds,n_eval_total_per_checkpoint,CC,MSE,RMSE,T_RRMSE,S_RRMSE,SDR,PSD_KLD,PSD_WD,source_file
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B01,4,3,42 43 44,1500,0.7701469328668382,0.1821858568323983,0.4136881099806891,0.6556343899832832,0.511215607325236,3.862685124079386,0.254241031077173,3.505806710984972,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B01,6,3,42 43 44,1500,0.7708498239517212,0.1837777694066365,0.415318661265903,0.6589107380972968,0.5041357543733385,3.833976639641656,0.2353971766100989,3.292172988255819,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B01,8,3,42 43 44,1500,0.7666387028164334,0.1903875238365597,0.4219989677270253,0.6692763302061293,0.518738779756758,3.7131075859069824,0.229670665330357,3.2668872939215765,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B01,16,3,42 43 44,1500,0.7622248596615262,0.195931926369667,0.4281463291909959,0.6794795791308086,0.5279640025562711,3.5893520514170327,0.231008736623658,3.282476822535197,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B02,2,3,42 43 44,1500,0.6832057899898953,0.2521272086434894,0.4895699355337355,0.7745715843306648,0.8093542125489976,2.336841212378608,0.7686098350418938,7.666156874762641,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B02,4,3,42 43 44,1500,0.7075777451197306,0.2239229496982362,0.4592493242687649,0.728189057774014,0.7135953108469645,2.9321156077914767,0.5982682241333855,6.783473756578234,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B02,6,3,42 43 44,1500,0.7059676316049364,0.224442602859603,0.4586131307813856,0.7278175354003906,0.6894041299819946,2.966116984685262,0.5498195124997033,6.51332786348131,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B02,8,3,42 43 44,1500,0.7208960254987081,0.2227432131767273,0.4563587572839525,0.7239218884044224,0.6620859503746033,3.020471466912164,0.5118360916773478,6.352254337734647,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B02,16,3,42 43 44,1500,0.7157978614171346,0.2282314515776104,0.4614356524414486,0.7322607570224338,0.6490257051255968,2.93650394015842,0.4700441691610548,6.159260696834988,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B03,2,3,42 43 44,1500,0.7400191227595011,0.2025716486904356,0.4363062481085459,0.6847266488605075,0.6462506055831909,3.4500300619337296,0.4165952172544268,3.924253278308445,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
