row_type,panel,panel_title,condition_label,condition,delta_reference,subject,denoiser_label,display_label,model_order,delta_balanced_accuracy,mean_delta_balanced_accuracy,ci95_low,ci95_high,n_source_rows,n_subjects,n_checkpoint_seeds,n_contamination_pairs,n_train_contamination_seeds,n_test_contamination_seeds,source_file,aggregation
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC448,DeepSeparator,DeepSeparator,8,-0.05059441816213868,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC449,DeepSeparator,DeepSeparator,8,-0.023733207868725775,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC450,DeepSeparator,DeepSeparator,8,-0.015830199680892627,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC451,DeepSeparator,DeepSeparator,8,-0.07064196514218318,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC453,DeepSeparator,DeepSeparator,8,-0.027926132984585093,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC454,DeepSeparator,DeepSeparator,8,-0.012683149647796352,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC455,DeepSeparator,DeepSeparator,8,-0.03033426847767824,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC456,DeepSeparator,DeepSeparator,8,-0.02082934271614824,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC457,DeepSeparator,DeepSeparator,8,0.0006372461857700468,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC458,DeepSeparator,DeepSeparator,8,0.0330088202545425,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC459,DeepSeparator,DeepSeparator,8,-0.10213629878135468,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC460,DeepSeparator,DeepSeparator,8,0.00930948658617626,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC461,DeepSeparator,DeepSeparator,8,-0.05045577989568247,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC462,DeepSeparator,DeepSeparator,8,-0.018825890079664113,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC463,DeepSeparator,DeepSeparator,8,-0.03065593680798114,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC464,DeepSeparator,DeepSeparator,8,0.0034827957793283,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC465,DeepSeparator,DeepSeparator,8,-0.00810717155279068,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC466,DeepSeparator,DeepSeparator,8,-0.0053744135199081935,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC467,DeepSeparator,DeepSeparator,8,-0.012491397006693002,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC470,DeepSeparator,DeepSeparator,8,-0.003592667754199108,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC471,DeepSeparator,DeepSeparator,8,-0.05883147894236745,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC472,DeepSeparator,DeepSeparator,8,0.004202286857502454,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC473,DeepSeparator,DeepSeparator,8,-0.007023954646398127,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC474,DeepSeparator,DeepSeparator,8,0.0014348652533354535,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC475,DeepSeparator,DeepSeparator,8,0.028239966501688522,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC476,DeepSeparator,DeepSeparator,8,-0.0189918760438667,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC477,DeepSeparator,DeepSeparator,8,0.003723854466141187,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC480,DeepSeparator,DeepSeparator,8,-0.0874868070632882,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC481,DeepSeparator,DeepSeparator,8,-0.029735196254503087,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC482,DeepSeparator,DeepSeparator,8,-0.008433146349689714,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
mean_ci,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,,base2,base2,0,,-0.0712731534931672,-0.0917358051175182,-0.051397298777744,,75.0,5,0.0,,,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_summary.csv,Mean and 95% subject-bootstrap CI across 75 subjects
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC400,base2,base2,0,-0.01403301032376188,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC401,base2,base2,0,0.0052806061414355805,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC402,base2,base2,0,-0.15749370108652347,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC403,base2,base2,0,-0.13216579492685152,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC404,base2,base2,0,-0.059889513764505284,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC405,base2,base2,0,0.06784886731027859,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC406,base2,base2,0,-0.2973962463856579,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC407,base2,base2,0,-0.15185749975665944,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC408,base2,base2,0,-0.10387241567432319,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC409,base2,base2,0,-0.1006368379994274,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC410,base2,base2,0,-0.12125411271558084,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC411,base2,base2,0,-0.10293387273415429,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC412,base2,base2,0,-0.00776865846530512,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC414,base2,base2,0,0.019339054035116,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC415,base2,base2,0,-0.29684240746167795,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC416,base2,base2,0,0.00272701046230462,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC417,base2,base2,0,-0.11891315341409955,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC418,base2,base2,0,-0.0672413966832784,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC419,base2,base2,0,-0.01650742360789654,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC420,base2,base2,0,-0.11636176750409293,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,B,Unmodified-recording evaluation,Sleep-EDF without synthetic injection,real_denoised_denoised,raw/raw,SC421,base2,base2,0,-0.16418806822679743,,,,5.0,,5,,0.0,0.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
